row_id,target_curve_twist_tail_next,slice_high_rate_vol
995069519166713365,0,1
862024878617618024,0,0
59786391016447248,0,0
384182228518644556,0,0
886662671435633791,0,0
261188922238873202,0,0
211913577153543007,0,0
244025903656734061,0,0
676116868203947939,0,1
506019658591986832,0,0
522307950794318707,0,0
471547134785924104,0,0
915489630488479493,0,0
723586035754918738,0,0
911168764338810495,0,0
203587228194099338,0,0
532762013820592552,0,0
755253698779491555,0,0
581512102946970204,0,0
975832932381139148,0,0
935937514514202239,1,0
385361221528267391,0,0
547991463944035414,0,0
300461962384018755,0,0
795212629949767938,0,0
577118670783500097,0,0
33284104146355846,1,0
1088667052543249366,1,1
124851317470308267,0,0
739481757457675769,0,0
445555165761451371,0,1
578226429697451560,0,0
9406437888622520,0,0
536266156988130301,0,0
174497476240726622,0,0
718319201572762367,1,1
72175845123181064,0,0
271273607160330098,0,0
603247088987161157,0,0
440130323856873426,0,0
1026002794435893210,0,0
1094474675481048402,0,0
16242458384080573,0,0
774361350567495322,1,0
61593807202432388,0,1
131382225888365211,1,0
252828078849374251,1,0
1032893313437871759,0,0
80326537273240943,0,0
1137377628886088096,0,1
362569532017459685,0,0
96682538979017155,0,0
432340213215483270,0,1
509737516216553069,1,0
111673231196971697,0,0
306469927551755617,1,0
598807959569024909,0,0
641408414757025974,0,0
1097450456311584474,0,0
364778941225968334,0,0
21680065678839030,0,0
1066161166227012791,0,1
588299144918719602,0,0
1058896571025537339,0,0
78332847941254742,0,0
153478082694109973,1,0
704193682752170975,0,0
362901345734533786,0,0
3893598982289002,1,0
1110732401449500201,0,0
672642336891432750,0,0
233329237658931329,0,0
603064326140965641,0,0
757125055280672962,0,0
33510606929952330,0,0
684747532836461903,0,0
894464800322516007,0,0
684131993356238385,0,0
1107562645844928673,0,0
670972374888136529,0,1
977593837013237802,0,0
902055841442431269,0,0
984916380367740753,0,0
634478085947148763,0,0
523699811574375239,0,0
1121668664095920606,1,1
649149993526219374,0,0
259754328039852632,0,1
163140832752111267,0,0
125322207859399510,0,0
78258240404205587,1,0
16643928520069929,0,0
501014505498211065,0,0
832739985329587776,0,0
395322568065363418,0,0
241506968196930156,0,0
1022909907308908989,0,0
335436817268280652,0,0
160534713535910500,0,0
264819976353852294,0,1
386924857029081311,0,0
1013734608810980172,0,0
551809960070577005,0,0
293687898330014471,0,0
512061519850466167,0,0
84799108343317532,0,0
193225477507833502,0,0
1035404867936414595,0,0
653227184470395116,0,0
654912396375742731,0,0
785025759319437006,0,0
957790711648086168,0,0
1088303359520924989,1,0
804905782536517930,0,0
650642938354018248,0,0
184260742604578955,0,0
357478900282921805,0,0
246850112440498902,0,0
579719679190933894,0,0
489732696810971987,0,0
881168314968000754,1,0
637057483367374674,0,0
784979164151808041,0,0
154754004713264306,0,0
1058013138909694899,0,0
481176193199866312,0,0
1048249563984557765,0,1
977859596352037969,0,0
440730715990183190,0,0
1033025196502396442,0,0
1058023681556352953,0,0
647791770539837854,0,0
639908774417924762,1,1
109976225153946567,0,0
342995430586209959,0,0
835123691768829815,0,0
623225361801985123,0,0
743845240810613133,0,0
364169434647556924,0,0
289980094629625272,0,0
187318924591903631,0,1
337877793249544204,0,1
968213784352908410,1,0
76804306314209480,0,0
357751492332524303,0,1
461808312144905976,0,0
220943729467137925,0,0
621611771563268458,0,0
133585678939273321,0,0
818702652277524402,0,0
109472422397546379,0,0
343921049576237227,1,0
252141271439880286,0,0
302435182641649095,0,0
375522599171649599,1,1
489564791249461148,1,0
570368271074234315,0,0
611747350568916504,0,0
786779866723762147,0,0
1089443491556530540,1,0
911280386198140468,0,1
376576085279503053,0,1
23002172799382190,0,0
1013583339274117153,0,0
708534146849629612,0,0
210030463053950079,0,0
767169352674071246,0,1
851649764029699633,0,0
882473535416116747,0,0
19201691908761113,1,0
595770224423884176,0,0
111870931377338083,1,0
813181816738404016,0,0
864326780196627771,0,0
419538822457266621,0,0
669760087246642841,0,0
153526311297966849,1,0
1030356350041214030,1,0
311385625183985975,0,0
671631550037934122,0,0
804079923002810773,0,1
416619360164317257,0,0
505716757830594922,0,1
286232894183386842,1,0
1006742159569950294,0,0
144370231923032354,0,0
753496927719853892,0,0
521633466751304742,0,0
39658319592581625,0,0
390422842719736459,0,0
1123226470469121031,1,0
1044489021931339630,0,0
740313802514752681,0,1
513507646169402379,0,0
713565887897900273,0,0
850218596060063859,1,0
30454567698437913,0,0
943624536652835795,0,1
197452818715339288,0,1
758308798722051520,0,0
724483538792054179,0,0
263226285575220571,0,0
746417686368262154,0,0
165176037218792518,0,0
297082516667156926,0,0
312873287418251111,0,0
731449831850050297,0,0
86550870529491610,0,0
319924928287931220,0,0
561884526432362542,0,0
546672014431476999,0,0
1003865863796670635,0,0
663122321247050505,0,0
184238451541914819,0,0
1012902699298870277,0,1
140321157632304963,0,0
358829763489267105,0,0
16679260879620312,0,0
338361019271344597,0,0
739293402433012989,0,0
469491512696048198,0,0
265441751016958295,0,1
1116843675312432887,0,0
999019686964671766,0,0
1133340327316946087,0,0
820335585301527999,0,0
288620169052394340,0,0
529453876107968929,0,1
212714494868861204,1,1
946723901165113492,0,0
839737051980968622,0,0
552011885945688767,0,1
281687448610556702,0,0
147244659951164585,1,1
1150612166280160006,1,0
748153570523079543,0,1
57878627543516730,0,0
386077602953794482,0,0
1130804023920056205,0,0
976424600238210981,0,0
195459871575265446,0,0
525705675277788129,0,0
975521763074773465,0,0
815500770805381645,0,0
877698936865176429,0,0
571880148423991503,0,0
847159017777488017,0,0
867276144470248432,0,0
913253546128595110,0,0
717548713670713514,0,0
846014688616815176,0,0
939649866589358688,0,0
446903821905305343,0,0
1017458133028202577,0,0
771594713110010950,0,0
1041494870103507079,0,0
81612062441362967,0,0
199062560142854374,0,0
184744359352827824,0,0
863408853900471463,0,0
203328523278821226,0,0
380818088532994236,1,0
1072312401297584391,0,0
222625844143918409,0,0
754825401444459197,0,0
921489475315523748,0,0
139405670978161012,1,0
1005497417034942482,0,0
867191303861025352,0,0
974254302509643766,0,0
466479671557204563,0,0
1039795025790899281,0,0
123383619190738600,0,0
694189518609951989,0,0
179958113700823898,0,0
332868882584874572,0,0
956892527172184610,0,0
719531859712581887,0,1
686677685111661753,0,0
28436109353611245,0,1
854478098484959486,0,1
1083299434382958472,0,0
907482488862968997,0,0
25731382332053575,1,0
676168673570555556,0,0
756561315620501242,0,0
1052157178392982590,0,0
999248667515130564,1,0
1072678667920464320,1,0
797951562211528922,0,0
1066863221143727680,0,0
411103930968942505,0,0
138576190400306352,0,0
741482392411679441,0,0
475024867096908357,1,0
651669026947673115,0,0
420245482296292535,0,0
184756232609949843,0,0
794648598562053117,0,0
816670471439348811,0,0
414298755058711130,0,0
888079288382050723,0,0
464829805093788155,0,0
50157212899550723,0,0
978558430503720461,0,0
416403502161068758,0,1
698914436739277382,0,0
442477184686296562,0,0
725292484556438144,0,0
524447474125405875,1,0
753204233649218934,1,0
811558074297535377,0,0
1143995504548548297,1,0
185045946669868414,0,1
498470505395062379,0,0
405940644565299118,0,0
916921536882286663,0,0
813328347881838798,0,0
263102946703967470,0,0
431970218470567190,0,0
680599567507129571,0,1
967641356419262841,0,0
102754552297608692,0,0
800372359212475585,0,0
494934830589734234,0,0
148381126781459970,0,0
267685697947577056,0,1
661957863625841481,0,0
562046152030128671,0,0
905976502760747511,0,0
582087317112935153,0,1
324972173222102784,0,0
1005209645240131067,0,0
349047986672348694,1,0
1099940513729791209,0,0
97265123712002948,0,0
1052548591583681258,0,0
938799199273888508,0,1
702326307168536518,0,0
355464784104435843,0,0
648663061203653589,0,0
316958101558030280,0,0
528003940635357680,1,1
314104936519536138,0,0
364910579189136525,0,0
999262173346567570,0,0
24616985675080844,0,0
775239992522849202,0,0
272081616494290138,0,0
393195455214759919,0,1
390255092844182130,0,0
1025930869969011233,1,0
406632518993639676,0,0
1088963915751226523,0,0
701261903750771144,0,0
121395307042586458,1,0
348086900233329311,0,1
401872918044085119,1,1
506221112130663670,1,0
677660580880604089,1,1
970026437004908343,0,0
1070487563866185499,0,0
778402951205745262,0,0
289353656670789319,0,0
933800140019602921,0,0
926629941068522043,0,0
357955078572713292,1,1
979955204115911087,1,1
217588987311303173,0,0
391569344143716994,0,1
733243512154139001,0,0
923287687053486501,0,0
612796857420489122,0,0
660287473175425458,0,0
433049879047465983,0,1
777309243702654070,0,0
33922828073051610,0,0
382560240201645252,0,0
868398315980828856,0,1
276349267831201173,0,0
6743321244453404,0,0
1054683243126058050,0,0
678177577927103044,0,0
82601831141851015,0,0
278006930017088533,0,0
670499734871275375,0,1
973054696904413585,1,0
1006495062807142132,0,0
1071841990791241051,1,0
975723162582099278,0,0
812953962600035195,0,1
754103769559392757,0,1
875469340756826271,1,1
585831202724052676,0,1
1061207409067219562,1,0
957180651286707786,0,0
437469160264346571,1,0
689042458771777954,0,0
593850215123381523,0,0
318908524039946838,0,0
25014836141113578,1,1
131673244871316323,0,0
817722617290268803,0,1
645324221332218711,0,0
1013937927574402248,0,0
760020953261542727,0,0
28268553810114440,0,0
165403759154582851,0,0
857267064806646179,0,0
189468640411182992,0,0
253282001514887703,0,0
445671681254065560,1,0
907269752019835302,1,0
970908035055771370,0,1
895215495104666743,1,0
75983630234348980,0,0
1039651439673762554,0,0
57337319843156333,0,1
1095185952305507384,0,1
373741642005195682,0,0
312170335330040835,0,0
312564492596837135,0,0
209521984580102298,0,0
801704856166661737,0,0
362059152362044539,0,0
170015177913992532,0,0
147075870180184716,0,0
657729322524307895,0,0
813424200688278257,0,0
952001927318632065,1,0
472077445286437280,0,0
254476238838722343,0,1
1085442097742781301,0,0
1103796032344394621,0,1
849705974815773370,1,0
347156803700606569,0,0
690985199034932989,0,0
409285920806412105,0,0
511732158628691846,0,0
184031995148170249,0,0
899161702777462167,0,0
501691166916490157,0,0
780818116501009066,0,0
549900666227090569,0,1
1124210078435754736,0,0
862950256784414417,0,0
1146676351649860552,1,1
669269981547605436,0,0
827322396205100182,1,1
410562409576110822,0,0
474908745307083097,0,0
512121341342225864,0,0
85030542046457420,0,1
689040066812094219,0,0
287365899567323369,0,1
892631563581086850,0,0
434182254880295152,0,0
674624929771005278,0,0
942631532702425706,0,0
999356036916055501,0,0
1038461215615057238,0,1
605176787136370434,0,0
35331421570360119,0,0
451713726983243903,0,0
766486150748454399,0,1
1141999344083801761,0,0
463215021749452372,0,0
1149211059487601480,0,1
278935123174174675,0,0
496134639434955202,0,0
486012896892565475,0,0
1038464727581456662,0,0
456106725762167275,0,0
536042538326012037,0,0
521782699991333678,0,0
401814091591010927,0,0
844622302656078628,0,0
210772031998418202,1,0
392777759545777409,1,0
598799744159612823,0,0
195125561556258173,0,0
983338735798785387,0,0
1062716242309740904,0,0
948663968862314237,0,0
94383530742703500,0,0
82844164898126871,0,0
681436686598688465,0,0
54358823950930128,1,1
78468470621004547,0,0
553309235271692405,1,1
487119582109781113,0,0
145250398009080625,0,0
458673112074977519,0,0
190542594444531874,0,0
728354163177815312,0,0
711711999829634518,0,0
374716539832596262,0,0
409423478687053006,1,1
649454168530371351,1,0
570300800104946400,0,0
1086180609964164908,0,1
762054253314000467,0,0
1140275604994934686,0,1
1145326762852314213,0,0
50101063416256096,0,0
786862894842742946,0,0
429998036691237329,0,0
581307508483437500,1,0
1134479828898573609,0,0
163591007543957799,0,0
1083194573345325376,0,0
286955748406325134,0,0
812163197299814947,0,0
282847448349406508,0,0
1010756573829531791,0,0
90800930744482828,0,0
528018313409778531,0,0
1063406624331390897,0,0
786636120448887461,0,0
786099652401676965,0,0
209033728659231787,0,0
910217029209648624,0,1
329693442955760236,0,0
1006962812538447094,0,0
699497934764071891,0,0
462150315275575576,0,0
191770893452856237,0,0
399949961860447358,0,0
552802262699915720,0,1
498140867491538345,0,0
477917183882061932,0,0
79904341115871899,0,0
836038310048133840,0,0
510656629892640327,0,0
574997859961840844,0,0
178249949078801560,0,0
518559076024264655,0,1
669023700531187163,0,0
578470457426385787,0,0
961738734836796982,0,0
96200352217735878,0,0
896575953993813297,0,0
395760479688076094,0,0
246246654374966893,1,1
823550656000700411,1,0
939201270862981686,0,1
861556151149050977,0,0
313714599767051814,0,0
770369789913149141,0,0
964123988324910601,0,0
421047184444951538,0,0
754163503802281462,0,0
739521579133668112,0,0
242654579501141268,0,1
124506727474742919,0,1
295328593725504804,0,0
1152509175853841822,1,0
490803239893159483,0,0
127471980489785800,0,0
403381125484033524,1,0
8306899920678969,0,0
640892806838111291,0,0
1026192509959360467,0,0
960804758946805513,1,1
580683506102956492,0,1
419364347845836442,1,0
599421847508501930,1,1
322340424039285443,0,0
335435954370373044,1,0
1037217451175707633,0,0
124712378487950005,1,0
1132919467105124289,0,0
279830911766396924,0,0
699322305019505280,0,0
629966647343148077,0,0
771944942901229043,0,0
372680684409288729,1,0
901745380251968578,0,0
1066419678807917686,0,0
575623785969910808,1,0
135036793179359600,0,0
801553549744926311,0,0
445684017219471054,0,0
57871473628137264,0,0
1145045819733398629,0,0
881032863598163126,0,0
375143608330145877,0,0
138305241828922002,0,0
363450626756613988,0,0
639379217067142795,1,0
490065674920229727,1,0
927167006284023893,0,0
162872439223241955,0,0
269767444649695761,0,0
463642408651674932,0,1
406436794244364760,1,0
434251620493687760,1,0
553615449573269020,0,0
662705347986049480,0,0
1142265341653741363,0,0
597720559443846196,0,0
425203325467507639,0,0
892083351041666667,0,0
808071252735652541,0,0
90396279284817851,0,0
1037990047100951944,0,0
840198164448972386,0,0
795519081625713689,1,1
521380330612212925,0,0
377654579246197555,0,0
944737275440859510,0,0
1039250953487174907,0,0
526616701990695058,0,0
1016975006550804035,0,0
197541156725952257,0,0
1043069053887737733,0,1
1106769484640019494,0,0
706236167336802186,0,0
519259484429938393,0,0
767399938751441508,1,1
930349318737428469,0,0
623573067488180870,0,0
747311569954081993,0,0
584886002602842364,0,0
568607153221016981,0,1
166025132935325368,0,0
605858146970166795,0,0
740902567742744772,0,0
617226006890943710,0,0
499430030649999895,1,0
1007117089553599987,0,1
57323462861772838,0,0
26545490568861110,0,1
333024576124450332,1,1
834741529619404451,0,0
779294590539323726,0,0
793878761975735535,0,0
147510800858512196,0,0
18862346583256436,0,0
599457811281280308,0,0
529868119467361131,0,1
656051106360546994,0,0
375672784472165354,0,0
725808840437864005,0,0
505276097445220672,0,0
458855516164669161,0,0
448220720646937454,0,0
555515148765371031,0,1
65822304241597771,0,0
901767351099466495,0,0
298101952798679868,0,1
1055244206543276463,0,0
228695960337534469,0,0
455857686623564340,0,0
1032029111473693035,0,0
935351328831535587,1,0
936198976877264299,0,0
320697180103717177,1,0
11484943892495879,0,0
11187858998853036,0,0
108411759957360027,1,1
491854628389339491,0,0
1062585772557401270,1,0
507510748344293670,1,1
449019188662914438,0,0
497420054434064884,0,0
321503214813914056,0,0
473573623285675936,0,0
1011422793002278275,0,0
952118292066975045,0,0
784334558075801997,0,0
1083446794553275216,0,0
168230874126184849,0,0
486501722887772587,0,0
300404193295924897,0,0
1057288054603691197,0,0
849094449619607055,0,0
462194313856117275,1,0
685362781468173019,0,0
27379069045627383,0,0
929344797463391529,0,0
481802469775782630,0,0
807118840511194256,0,0
425030083520403413,1,0
728904254566852356,1,1
1117333798938031150,0,0
8741785697614630,0,0
125836522020457310,0,0
439421131227465156,0,0
1000677664084313988,1,0
362356316747979720,0,0
937891649802396687,0,0
214351555026296920,0,0
979017708404008844,0,0
46506239863374588,0,0
971501175163729039,0,0
123270518943664814,1,0
1037381947606153226,0,0
233800450114236994,0,0
337720833688341161,1,1
652520013288420678,0,0
546206114445000170,1,0
620294316005342190,0,0
852809471625127823,0,0
582220248195729840,0,0
927938976834486344,0,1
357056955561675113,0,0
371472211221784033,1,0
1034784683247669700,0,0
550027856153164923,0,1
761659616573728133,0,0
1061222687162517897,0,0
654410398616399751,0,0
300070473452132763,0,0
243650783653669026,0,0
416593251703539115,0,0
487996330306544738,0,0
807555198353940966,0,0
159680090930554392,0,1
968797703569140391,0,0
198544512934558349,0,0
92804108589314646,0,0
13369756239199887,0,0
64707974516195542,0,0
820100588793085769,0,0
417148324266202864,0,0
993300830468942954,0,1
752963678169964955,1,0
457088503816864705,0,0
365678233062418968,0,0
105852149335392010,0,0
180199151920770487,0,0
125744809868697116,0,0
546521786228596082,0,0
277051298274096881,0,0
865237746338851199,0,1
634181809627152842,1,0
417467253587311239,0,1
934219316972644161,0,0
683081415777969896,0,0
964922799907826274,0,0
154091544810256524,0,0
255161969652271364,1,0
185605534440460093,0,0
197560694480234946,1,0
830863840953659461,0,0
253607329792022191,1,1
72205489680290280,0,0
441143024929818518,0,1
1056808138445193575,0,0
307988478336008267,0,0
150079528440538196,0,0
481212209292228922,0,0
157820917080308785,0,0
469775525692559882,0,0
792178184478567485,0,0
201590125805865602,0,0
471103414196962762,0,0
783337870957657526,0,0
207726908177855162,1,0
596615141564242956,0,0
35229522413733767,0,0
538603271118646249,0,0
172970543896530865,0,1
415217561641154075,0,0
1027992654676756713,0,0
137460179466837990,0,1
1014415185784026719,0,0
772835792249320466,0,0
607198732710182690,0,0
73723591170462819,0,0
207711002763329781,1,0
1041191257323310895,0,0
966510427499149041,0,0
605234839399036639,0,0
211204624797536647,0,0
954153108906594189,0,0
555921901974552279,0,0
961957423766025908,0,0
791236408999452048,0,0
947156613397828323,0,0
1041517958523384840,0,0
1074630915225326144,0,1
383397679215676004,0,0
656435054736453122,0,0
726931694227902837,0,0
42435739288547507,0,0
769179663971220352,1,1
455110657612340583,0,0
185312448745186158,0,0
397077575577832987,0,0
1004932574429017316,0,0
345902788868830102,0,0
1007893339194803419,0,0
1003227234281023873,1,0
439875344237417423,0,0
946725512596096223,0,0
498565571229973224,0,0
1083826722249816655,0,0
865386716158116404,0,0
685673543568080773,0,0
233286591511097565,0,0
889884273548323009,0,0
938717441677748830,0,0
939840449787185552,0,0
425812148189960397,0,0
1107892254930141197,1,0
1076105996390529542,0,1
62879681204184645,0,0
192998903137827399,0,0
699293246903687286,0,0
1121166800265190105,0,0
1100444594935486921,0,0
705466423705081664,0,0
349913965181770243,0,0
974398074356288011,0,0
1136943787538397775,0,0
254841210717340823,0,0
639129977175457106,0,0
536160963435124297,0,1
711986367746010815,0,0
67368141163899784,1,1
955859518322090940,0,0
440399666423177138,0,0
367707391338923878,0,0
463674966786118868,0,0
144601928977220145,0,0
480186075866720261,0,0
586757065201973250,0,1
440601358430648175,0,1
1131087285868931249,0,0
811188102526925752,1,0
895506952306393913,0,0
78408109509616083,1,0
1042567283251298361,0,1
792705399061845068,1,1
185219248160066340,0,0
772462525288477551,0,0
943579786128661779,0,0
575897570072645506,0,0
909516131410558086,0,0
871814479976900558,0,0
402207464895682947,1,0
609964727602425642,0,0
883273227737037252,0,0
357109218478797028,0,0
647317391953235239,0,1
993218433831991388,0,0
214859553819689344,0,0
546636909717095936,0,1
356477760761182988,1,0
812805607159690797,0,0
407967134535831513,0,0
209457634455588888,1,0
163919782827042526,0,0
566987754586595158,0,0
592301165397563265,0,0
684464687740006411,1,0
1257597202693861,0,0
784163431294271579,0,0
380714211224882084,0,0
208533618406792845,1,1
837725794991650432,0,0
1075601350203116283,0,0
232799358273307512,1,0
152063206184086770,0,0
1048893676487849835,0,0
309389083584691861,0,0
1002877263976412307,0,0
170993223002114549,0,0
329196325937058903,0,1
1109005584164776842,0,0
295838025754282071,1,0
936491433102544408,0,0
526567475583270724,0,0
721044818399761503,0,0
380152933517997989,0,0
817384793441030794,0,0
132778692836738016,0,0
109554125706039507,0,0
703135333923940635,0,0
290196240274639161,0,0
8473694198483402,0,0
228545614410801170,0,0
106313159696059590,0,0
88880994235184286,1,0
447693612476838601,0,1
882873764229484161,0,0
132372123353822288,0,0
235559194817531096,0,0
365564293838345248,0,0
263002771103226508,0,0
760145706801173282,0,0
680160891572768008,0,0
759407186747063887,0,0
551149587330063282,0,0
296129975958887308,0,0
682531997336234075,0,0
178187025875976110,0,0
419483874775396384,0,0
311528138803854196,0,1
788826744324467863,0,0
884591353816033182,0,0
775104504233979197,0,0
839732122032903812,0,0
630149117608119638,0,0
399044986161930442,0,1
821003543623149591,0,1
783637373615642840,0,0
603386453183515236,1,1
218319875202611909,0,0
38435376219116514,0,0
832460122204549434,0,0
95903912590116409,0,0
566847923257765300,0,0
204488444372443794,0,0
637876839800580108,0,0
589658214926296909,0,0
679977579276821404,0,0
925473743853026164,0,0
534233004585866716,0,1
998206501696806634,0,0
945485106449467837,0,0
1042125037268097880,0,0
1093831811952205125,0,0
744211849703292319,0,0
515837685142568066,0,0
700867100985891441,0,1
152304358813430067,1,0
67939468886531747,0,0
1057010419312117421,0,0
970370767516693206,0,0
1147982202605867909,0,0
1040224056700784661,0,0
46487661267492618,1,1
638144361999350831,1,0
548025175781694274,0,0
229842320503886495,0,0
397556261015406074,0,0
260629147367542249,0,0
321612866372560293,0,0
3463217731815245,0,0
604087692193654773,0,0
462340308403662850,0,0
786692226732970624,0,0
453098488554706396,0,0
514725817636014659,0,0
407397427920077873,0,0
62930198725107212,0,0
368886587541292937,0,0
819154088340386670,1,0
1098021807322698803,0,0
529194761998370432,0,0
771133277607426918,0,0
403454273067533253,1,0
474956770142993771,0,0
695766257903796547,0,0
579383299970668373,1,0
527262479647099510,1,0
430974294032008372,0,0
727605863701491,0,0
821423665168669439,0,0
503386891130785697,0,0
982164254500597967,0,0
399878481106704110,1,0
518518403217924651,0,0
538635678808024437,0,0
388110881651024518,0,0
782031128870756223,0,1
14664829304227835,0,0
122741171536848400,0,0
827277880827275187,0,0
396877053404497385,0,0
54418524718571787,0,0
201617819822847605,0,0
216275632378327724,0,0
1079751846957342992,1,0
24933193035112948,0,0
380022936915894275,0,0
1006302056654602339,0,0
303001966551068178,0,0
478366098662168659,0,0
422694831572818767,1,0
791519375511340259,0,0
395335990031124981,0,0
878881328376316940,0,0
475696324536056640,0,0
1071580735794807088,0,0
962940771811258655,0,1
392769912283206143,0,0
104915982322380219,0,0
425135707055012462,0,0
1150522053220739591,0,1
765917759342761644,0,0
428647163857050684,0,0
628964766197832765,0,1
865415824125753791,0,0
73604524601144322,0,1
144037105283204181,0,0
531524246911780592,1,0
609607125820417965,0,0
365320753150138530,0,0
131191649207976012,0,0
814378876398495247,0,0
822088863015457568,0,0
76202392507202179,0,0
113625303523376347,0,0
968302684786581410,0,0
397365454805470342,0,1
999398753473305666,0,1
546158714533402752,0,0
117406955296239446,0,0
89917501702545183,0,0
569127819797229064,0,0
792198457362582882,0,1
211146896342465933,0,0
730232665779264149,0,0
332587715903807722,0,0
266449908892714023,0,0
795936356975854372,0,0
857586393665477722,0,0
717759814011114231,0,0
982883528933730975,1,0
