row_id,segment_id,horizon_d,event_era,season_bin,woy_bin,slice_high_rate_vol,missing_count,y_3m_bin,y_2y_bin,y_5y_bin,y_10y_bin,y_30y_bin,level_10y_bin,slope_10y2y_bin,front_slope_2y3m_bin,longspread_30y10y_bin,curvature_2s5s10s_bin,y_2y_chg1_bin,y_2y_chg5_bin,y_10y_chg1_bin,y_10y_chg5_bin,slope_10y2y_chg1_bin,slope_10y2y_chg5_bin,curvature_2s5s10s_chg1_bin,curvature_2s5s10s_chg5_bin,longspread_30y10y_chg1_bin,longspread_30y10y_chg5_bin,y_2y_mean20_bin,y_2y_std20_bin,y_10y_mean20_bin,y_10y_std20_bin,level_10y_std20_bin,slope_10y2y_std20_bin,curvature_2s5s10s_std20_bin,longspread_30y10y_std20_bin,target_curve_twist_tail_next
480262958169503333,1,5,0,Q2,W14-26,1,0,6,8,10,10,11,10,9,11,6,11,11,4,10,6,1,8,1,7,2,11,8,10,10,5,5,11,7,8,0
951580856449024370,1,10,0,Q3,W27-39,0,0,8,9,9,8,8,8,3,7,5,7,6,1,6,0,6,1,6,1,8,9,9,4,9,4,4,1,1,0,0
394436379877250981,1,5,1,Q1,W01-13,0,5,3,3,3,3,-1,3,9,3,-1,7,1,2,2,0,6,1,2,2,-1,-1,3,2,3,4,4,3,11,-1,0
727547741515107241,3,10,2,Q3,W27-39,0,0,2,1,1,1,2,1,10,3,11,0,3,3,3,3,5,4,1,0,10,10,1,1,1,1,1,3,11,9,1
1032007533094390576,0,10,2,Q1,W01-13,1,0,4,3,3,2,2,2,6,1,7,1,11,11,11,10,5,3,2,11,0,0,4,11,3,10,10,11,7,11,0
638154714655295241,0,5,0,Q1,W01-13,1,0,11,11,11,10,10,10,3,10,1,7,11,1,10,1,5,8,0,0,1,7,11,10,11,5,5,8,3,7,0
510180607992842691,3,10,0,Q4,W40-53,0,0,10,8,8,8,7,8,3,1,5,4,7,5,7,3,5,2,8,5,7,10,8,3,8,0,0,2,1,1,0
714320090525022778,2,10,0,Q1,W01-13,0,0,9,9,9,9,9,9,4,8,4,6,1,8,1,10,8,10,11,7,10,7,9,5,9,6,6,1,1,2,0
711283407860422778,0,10,1,Q1,W01-13,1,0,8,6,5,4,4,4,0,0,1,1,11,10,11,8,2,3,8,6,2,5,6,10,5,8,8,4,0,3,0
135473543304535288,1,5,1,Q3,W27-39,0,5,3,3,3,4,-1,4,11,6,-1,10,1,0,0,0,3,9,1,0,-1,-1,3,8,4,4,4,9,10,-1,1
993689775569338072,2,5,0,Q2,W14-26,1,0,11,11,11,11,11,11,1,5,0,4,5,2,3,3,3,6,6,0,6,9,11,11,11,10,10,2,4,2,0
1063132970574686349,2,5,1,Q2,W14-26,0,0,6,6,6,6,6,6,5,5,5,7,11,11,11,11,7,10,11,0,0,0,5,8,6,1,1,10,11,8,0
297075979698130325,3,10,2,Q4,W40-53,0,0,1,2,2,2,2,2,10,8,9,9,6,9,1,10,0,10,2,10,4,5,2,2,2,6,6,8,9,7,0
51208736298442076,3,5,2,Q4,W40-53,0,0,1,0,0,0,0,0,6,2,11,0,4,7,3,8,3,9,9,7,8,4,0,0,0,4,4,8,0,0,0
751598459150545152,2,10,1,Q3,W27-39,0,0,8,7,6,5,4,5,0,0,2,2,4,5,4,4,6,3,5,7,7,7,7,2,5,2,2,1,1,4,0
576437745453631154,1,5,2,Q3,W27-39,0,0,1,0,0,0,0,0,6,2,11,0,4,4,3,5,5,6,10,2,8,10,0,0,0,0,0,2,4,3,1
1040457298068742444,3,5,0,Q1,W01-13,1,0,10,11,10,10,10,10,3,10,2,7,0,0,2,1,11,8,4,3,11,11,11,9,10,9,9,3,7,4,0
445130669098155465,0,10,0,Q4,W40-53,0,0,11,11,11,11,11,11,5,5,2,6,2,9,1,10,2,10,3,9,2,6,11,8,11,8,8,4,2,0,0
120877896704673864,1,5,0,Q4,W40-53,0,0,6,6,5,4,4,4,2,1,6,1,1,5,3,7,9,8,8,1,10,8,6,8,5,9,9,4,4,6,1
156626585551462498,2,5,2,Q2,W14-26,0,0,2,2,3,3,3,3,11,10,8,11,11,11,11,11,0,3,11,11,0,0,2,1,2,11,11,11,11,10,0
438548523594616772,1,10,1,Q4,W40-53,1,0,4,4,4,5,5,5,8,10,6,11,0,0,0,0,11,8,2,7,11,11,4,11,5,11,11,5,11,11,0
1108282634547223628,3,10,0,Q1,W01-13,0,0,7,7,6,5,5,5,1,3,5,5,9,11,10,11,9,9,10,11,2,2,6,4,5,5,5,2,5,3,1
997778768538373373,1,10,2,Q2,W14-26,0,0,0,1,1,2,2,2,11,4,11,1,10,8,11,9,11,8,11,10,2,0,1,4,2,3,3,0,11,9,0
697367067350766162,2,10,2,Q2,W14-26,1,0,3,3,3,3,3,3,6,8,8,4,1,9,1,6,3,2,2,8,10,6,3,11,2,10,10,10,8,9,0
477620619801297714,2,10,0,Q2,W14-26,1,0,6,8,10,10,10,10,9,11,6,11,11,11,11,8,0,0,11,8,0,1,7,9,10,9,9,3,3,7,0
957060250337222430,2,5,0,Q2,W14-26,0,0,10,11,11,11,11,11,6,10,3,11,8,8,10,9,11,8,10,11,10,9,11,6,11,0,0,9,6,2,0
1140274992058525580,2,5,1,Q1,W01-13,0,0,9,7,6,5,4,5,0,0,1,1,7,8,8,8,8,6,3,5,6,3,7,1,5,0,0,0,0,0,0
427266952757231514,2,5,1,Q1,W01-13,0,0,3,4,5,6,5,6,9,11,6,11,2,0,6,2,10,10,9,7,6,10,4,4,6,1,1,5,1,8,0
721062964645772927,0,5,0,Q2,W14-26,1,0,10,8,8,8,8,8,4,1,6,3,0,0,0,0,11,11,3,4,8,11,9,10,9,10,10,5,7,6,0
488407505335366128,1,5,0,Q4,W40-53,0,0,10,8,8,8,7,8,3,1,4,4,10,9,9,9,2,7,9,7,0,2,8,7,8,0,0,8,1,0,0
456252177437764970,0,10,2,Q4,W40-53,0,0,1,1,2,2,2,2,11,6,10,6,6,2,10,2,11,6,1,0,2,10,2,5,2,8,8,6,7,10,1
196247288951760233,1,5,1,Q1,W01-13,1,0,4,4,4,5,5,5,8,10,6,11,0,0,1,1,8,7,7,5,10,10,4,9,6,5,5,8,1,7,0
15406516743538060,0,10,0,Q4,W40-53,1,0,11,11,11,11,11,11,5,6,2,7,10,8,11,11,10,11,11,9,4,6,11,9,11,9,9,4,5,0,0
187184633538242505,1,10,1,Q1,W01-13,1,0,10,7,6,6,5,6,3,0,5,1,2,11,2,11,6,6,0,0,0,0,7,11,6,7,7,11,8,11,0
337801844215733811,0,10,0,Q1,W01-13,0,0,5,6,8,9,9,9,10,11,8,11,3,3,5,9,8,11,3,2,1,9,6,7,9,2,2,8,6,8,0
314501072610366137,1,10,0,Q1,W01-13,0,0,9,8,7,7,6,7,2,2,4,3,7,8,6,9,3,8,9,9,6,7,8,4,7,6,6,2,3,3,1
409672545250245409,0,10,0,Q1,W01-13,0,0,9,8,8,7,7,7,2,4,4,5,5,8,8,10,10,10,3,7,6,5,8,8,7,5,5,7,6,5,0
504982373834400976,3,10,0,Q1,W01-13,1,0,6,7,9,10,10,10,9,10,6,11,7,10,10,9,10,3,11,10,2,2,7,10,10,11,11,7,11,11,0
309552722124532966,2,5,0,Q1,W01-13,0,0,9,7,7,7,7,7,4,0,6,3,0,3,1,5,8,8,6,2,9,4,7,4,7,3,3,7,4,6,0
840648845900069236,2,10,0,Q4,W40-53,1,0,5,5,6,7,7,7,7,9,7,8,4,4,3,5,3,5,1,2,11,5,5,9,6,11,11,7,4,9,0
505190020213628142,2,5,0,Q4,W40-53,0,0,10,11,11,11,10,11,1,11,0,7,6,5,7,6,8,6,3,7,10,8,11,7,11,0,0,10,6,7,0
1053095970621882641,0,5,0,Q4,W40-53,1,0,5,7,9,10,10,10,9,11,7,11,6,11,4,9,4,1,4,10,9,0,6,9,10,1,1,11,9,10,0
466797280842589189,1,10,2,Q2,W14-26,0,0,1,1,2,2,2,2,11,6,10,6,8,5,9,6,7,6,8,8,4,6,1,1,2,2,2,6,6,2,1
718325085458856567,0,10,1,Q3,W27-39,0,5,3,4,4,4,-1,4,8,11,-1,8,6,10,3,8,2,1,3,9,-1,-1,4,7,4,7,7,6,5,-1,0
430174231513065035,1,5,1,Q2,W14-26,0,5,4,4,5,6,-1,6,8,11,-1,11,10,6,10,7,7,8,8,7,-1,-1,4,8,6,1,1,6,4,-1,0
564488721183809559,2,10,1,Q1,W01-13,0,5,3,3,3,3,-1,3,10,8,-1,9,10,6,10,6,6,6,9,8,-1,-1,3,4,3,2,2,1,4,-1,1
536338648229884069,2,5,2,Q2,W14-26,0,0,2,1,2,2,2,2,11,6,9,7,0,6,3,9,11,10,2,9,7,9,2,4,2,11,11,11,7,8,1
182736109362944663,3,5,3,Q2,W14-26,0,0,0,1,1,1,0,1,7,5,8,8,3,3,3,8,4,11,0,1,6,11,1,1,0,10,10,10,2,8,0
161890429550185094,0,5,0,Q1,W01-13,0,0,9,7,7,7,7,7,4,1,6,4,0,1,0,5,6,10,11,10,10,11,7,5,7,4,4,7,6,3,0
188355596368005331,3,5,0,Q4,W40-53,1,0,6,7,9,10,10,10,9,7,7,9,2,3,3,5,7,7,4,10,9,5,7,11,10,6,6,10,6,8,0
957657292128225523,1,10,2,Q1,W01-13,0,0,1,2,2,2,3,2,11,8,9,8,1,2,1,1,4,1,1,1,10,2,2,4,3,1,1,5,4,7,0
409661441817247082,0,5,1,Q2,W14-26,0,5,4,4,5,6,-1,6,8,11,-1,11,2,2,5,5,10,10,0,0,-1,-1,4,7,6,1,1,6,5,-1,1
475336396702766345,1,5,1,Q4,W40-53,0,5,3,3,3,4,-1,4,10,9,-1,9,11,10,11,8,3,1,6,7,-1,-1,3,7,4,7,7,8,8,-1,0
874962266089907722,2,10,1,Q1,W01-13,0,5,4,4,4,4,-1,4,4,7,-1,4,7,9,8,11,8,11,8,10,-1,-1,4,3,3,2,2,9,2,-1,0
145275270239522363,2,5,2,Q4,W40-53,0,0,2,1,1,1,2,1,10,2,11,0,6,8,11,11,11,11,11,11,1,0,0,0,1,3,3,8,10,11,1
740713412871940719,1,5,0,Q1,W01-13,1,0,7,7,7,6,6,6,2,5,4,5,11,11,11,11,10,10,11,11,2,0,7,10,5,11,11,1,7,10,0
156171301092601402,2,5,1,Q2,W14-26,1,0,5,5,5,6,5,6,5,5,6,8,9,5,8,2,5,1,4,3,2,5,5,9,6,7,7,3,6,8,0
478451043671513674,0,5,0,Q2,W14-26,0,0,10,10,10,10,9,10,4,7,5,6,10,1,7,5,1,11,8,3,0,9,10,7,10,1,1,6,4,7,0
1015600001739641827,3,5,0,Q4,W40-53,0,0,5,5,5,6,6,6,6,7,7,8,9,9,11,9,11,8,10,8,6,1,5,1,6,3,3,6,8,6,1
697861546640740902,2,10,1,Q3,W27-39,0,0,11,10,9,8,6,8,0,3,0,4,10,10,10,10,9,4,5,10,1,0,10,5,8,1,1,6,5,6,0
728354879089529922,2,10,1,Q3,W27-39,0,5,5,5,4,3,-1,3,3,6,-1,2,7,7,9,7,10,6,8,7,-1,-1,4,3,3,3,3,3,4,-1,0
294582111316861141,3,10,0,Q4,W40-53,0,0,5,6,7,7,7,7,7,10,6,8,10,10,10,11,7,9,4,7,1,5,5,7,7,9,9,6,2,8,0
595715837907408866,1,5,0,Q2,W14-26,1,0,6,10,10,10,10,10,5,11,2,10,11,11,11,11,5,1,9,1,0,0,8,10,10,7,7,10,7,8,0
1037774693438998357,1,5,1,Q3,W27-39,1,0,6,5,4,5,4,5,4,4,5,2,1,0,3,1,9,11,5,5,8,11,6,11,5,4,4,11,3,11,1
1102053561444965018,0,10,0,Q2,W14-26,1,0,9,10,10,10,9,10,3,10,3,7,9,7,9,6,7,5,3,6,4,7,10,9,9,8,8,1,1,6,0
469244559597705169,3,10,1,Q4,W40-53,0,0,4,3,4,4,4,4,8,4,7,11,2,0,0,0,0,3,3,5,0,0,4,7,4,2,2,7,8,6,1
673720114060700445,3,10,0,Q1,W01-13,0,0,9,9,9,9,8,9,3,7,5,6,8,5,3,3,0,1,11,10,11,10,9,4,9,4,4,0,1,0,1
631937829307581090,3,10,3,Q2,W14-26,0,0,2,1,0,0,0,0,5,4,9,3,10,6,10,8,7,8,4,6,4,5,2,5,0,7,7,1,6,1,0
207211076377661299,3,10,2,Q2,W14-26,0,0,2,1,1,1,2,1,10,4,10,4,6,3,6,1,6,0,9,1,1,8,1,3,2,7,7,5,7,3,0
1050477994884684029,0,10,0,Q2,W14-26,0,0,10,11,11,11,11,11,5,10,3,11,6,9,4,8,3,3,9,9,4,8,11,6,11,1,1,9,3,1,0
570720420801594614,0,5,1,Q1,W01-13,1,0,8,6,5,4,3,4,0,0,1,2,3,0,5,2,8,11,9,7,4,9,7,9,5,7,7,1,0,1,0
286529276571365069,2,5,1,Q4,W40-53,0,0,8,7,6,5,4,5,0,0,1,2,4,6,5,7,7,7,2,6,6,6,6,6,5,5,5,0,0,0,0
311296620597558530,2,10,0,Q4,W40-53,1,0,5,7,9,10,10,10,9,11,7,11,6,11,4,9,4,1,4,10,9,0,6,9,10,1,1,11,9,10,0
897040321379695714,0,10,0,Q3,W27-39,0,0,7,8,8,7,6,7,2,9,2,4,8,7,5,6,2,3,3,2,8,6,8,4,7,3,3,1,7,3,0
614464245601053960,3,5,1,Q2,W14-26,0,0,7,7,6,5,4,5,0,1,2,2,10,10,10,10,7,7,10,10,6,2,6,2,5,0,0,3,1,0,0
771304051490744527,2,5,0,Q3,W27-39,1,0,5,6,8,10,10,10,11,9,8,10,1,1,1,6,6,11,0,0,9,9,6,11,10,10,10,11,8,9,0
550441769785708288,1,5,2,Q4,W40-53,0,0,1,0,0,0,0,0,7,2,11,0,8,7,10,6,10,4,10,9,2,1,0,0,0,3,3,6,6,4,1
99184526481180175,0,5,0,Q2,W14-26,0,0,6,7,6,6,5,6,2,5,5,4,6,3,6,3,6,4,6,4,6,8,7,1,6,0,0,5,2,3,0
436628197341720357,2,5,1,Q4,W40-53,0,0,11,9,8,7,6,7,0,0,1,3,1,3,3,2,9,3,6,10,11,5,9,2,7,0,0,8,6,6,1
416960736628477146,0,10,1,Q3,W27-39,0,0,6,5,5,6,5,6,6,3,6,9,4,1,4,5,5,10,8,9,6,8,5,8,6,8,8,4,4,6,0
924835373953330106,2,10,0,Q2,W14-26,0,0,10,10,11,11,11,11,6,9,3,11,2,0,6,6,11,11,11,10,8,8,11,3,11,0,0,8,9,2,0
195557312644951290,1,5,0,Q3,W27-39,0,0,11,11,11,11,11,11,3,2,1,6,0,2,1,4,7,7,10,11,9,6,11,8,11,0,0,10,0,6,0
938255510777505097,2,10,0,Q2,W14-26,1,0,6,8,10,10,10,10,9,11,6,11,11,11,11,11,9,1,10,10,0,0,8,11,10,6,6,11,2,9,0
705085982128881780,3,10,0,Q3,W27-39,0,0,5,5,7,9,9,9,10,8,9,10,5,1,6,2,7,8,8,1,6,10,5,5,9,4,4,4,7,7,0
521180651221749887,2,10,2,Q1,W01-13,0,0,2,2,1,1,1,1,9,6,7,1,0,4,0,6,1,9,0,0,10,0,2,8,1,11,11,11,9,10,0
701606945042570778,1,10,3,Q2,W14-26,0,0,2,1,0,0,0,0,5,5,9,2,6,2,4,3,3,6,2,2,6,7,1,2,0,2,2,0,6,1,0
79709930910717708,3,5,3,Q1,W01-13,0,0,2,2,1,0,0,0,5,6,8,5,9,9,8,9,6,7,11,10,3,1,2,5,0,3,3,1,5,6,0
331010348475618093,3,10,2,Q3,W27-39,0,0,2,2,2,2,3,2,10,8,9,10,1,0,3,0,7,1,0,1,8,11,2,7,2,6,6,9,10,10,1
864198818855522457,2,10,0,Q4,W40-53,1,0,10,11,11,11,10,11,2,11,1,7,2,7,5,6,10,3,11,0,8,4,11,10,11,6,6,11,11,5,0
187328219400724831,2,5,0,Q4,W40-53,0,0,10,8,7,7,7,7,3,0,5,4,9,2,7,1,4,1,10,10,1,5,8,5,7,8,8,4,3,6,0
1149460281020758274,0,10,0,Q3,W27-39,1,0,7,6,5,5,5,5,2,0,6,1,0,0,0,0,9,9,0,0,11,11,7,11,6,11,11,4,7,11,0
931444137705234661,0,10,2,Q3,W27-39,0,0,1,0,0,0,0,0,7,2,11,0,6,7,4,10,3,11,2,7,4,9,0,0,0,8,8,10,2,5,0
148966904704882590,0,10,2,Q2,W14-26,0,0,2,2,3,3,4,3,11,9,9,9,9,8,8,7,5,4,4,9,2,4,2,4,3,8,8,8,9,6,0
834392090691662268,2,10,1,Q1,W01-13,0,5,3,3,3,3,-1,3,10,5,-1,10,1,5,2,5,6,5,5,9,-1,-1,3,2,3,3,3,2,8,-1,1
920228053176107674,3,5,1,Q4,W40-53,0,0,8,6,5,5,3,5,0,0,1,1,6,6,4,5,4,5,8,7,6,4,7,4,5,4,4,3,0,1,0
1051746710063174286,2,10,0,Q3,W27-39,0,0,7,8,8,7,6,7,2,9,2,4,2,8,1,7,2,4,2,6,6,4,8,4,7,3,3,1,6,3,0
1074066673540476425,0,5,1,Q3,W27-39,0,0,7,7,6,5,4,5,0,0,1,2,9,6,8,6,5,4,10,6,4,4,7,1,5,0,0,0,0,0,0
901702568973465447,2,10,1,Q4,W40-53,1,0,10,7,6,6,5,6,1,0,5,1,1,4,5,9,11,11,9,9,11,1,8,11,6,10,10,6,5,11,0
240449284459208514,1,5,0,Q3,W27-39,0,0,5,5,6,7,8,7,8,9,9,8,6,4,4,5,3,7,2,4,6,6,5,7,7,6,6,5,2,5,0
177965363813122765,1,10,1,Q2,W14-26,0,0,8,6,5,5,4,5,1,0,2,1,11,11,11,9,1,2,5,4,0,2,6,1,5,0,0,5,1,4,0
834147573783205714,3,5,1,Q1,W01-13,0,0,9,7,5,5,4,5,0,0,1,1,2,4,3,5,6,6,6,3,10,9,7,1,5,0,0,0,0,0,0
514005682995033864,1,10,0,Q4,W40-53,1,0,5,5,6,7,7,7,7,9,6,8,10,8,11,8,10,6,4,10,0,10,5,9,6,11,11,7,6,10,0
1091308356494859553,0,5,0,Q2,W14-26,1,0,10,10,9,9,9,9,3,3,5,5,6,8,5,5,5,2,10,10,10,6,10,10,10,11,11,3,6,4,0
393185326083415974,0,10,2,Q1,W01-13,0,0,1,1,2,2,3,2,11,6,11,7,3,6,1,7,1,6,4,3,10,9,1,4,2,6,6,5,7,6,0
880820941991952329,1,5,0,Q3,W27-39,0,0,9,10,10,10,9,10,4,10,1,7,11,11,11,11,10,5,11,6,1,2,10,6,10,6,6,2,7,1,0
658234686657751458,2,5,0,Q3,W27-39,0,0,10,8,8,8,8,8,3,1,6,2,9,0,10,2,8,10,10,4,9,11,8,8,8,5,5,2,5,6,0
426674696876334923,0,5,0,Q3,W27-39,0,0,8,8,7,6,6,6,1,3,3,4,9,6,9,8,7,9,10,7,8,9,8,1,6,0,0,0,5,1,0
677084069273512842,1,10,1,Q4,W40-53,1,0,5,4,4,4,3,4,5,0,5,1,10,6,10,7,6,8,10,11,2,2,4,9,3,8,8,5,6,5,0
126813861409832401,2,5,1,Q4,W40-53,0,0,8,6,5,5,4,5,0,0,1,1,6,6,6,6,6,6,6,9,6,8,6,5,4,1,1,2,0,2,0
527398272206305420,3,5,0,Q3,W27-39,1,0,10,9,9,9,9,9,4,3,6,4,2,5,3,6,6,7,3,2,7,4,9,10,9,11,11,4,8,5,0
14605348248439002,0,10,2,Q3,W27-39,0,0,1,0,0,0,0,0,5,1,10,0,6,4,3,2,2,2,10,7,1,2,0,1,0,2,2,2,3,1,1
373563278486972163,3,10,1,Q2,W14-26,0,0,7,6,5,5,4,5,0,0,2,1,8,8,8,8,6,6,9,7,4,8,6,1,5,0,0,3,3,0,1
682169720054130625,0,5,2,Q2,W14-26,1,0,4,4,4,3,3,3,5,10,7,6,0,3,0,1,8,2,0,1,11,6,4,11,3,8,8,11,6,11,0
310688019582982856,2,5,2,Q3,W27-39,0,0,1,0,0,0,0,0,6,2,10,0,6,3,3,1,1,1,9,7,6,6,0,0,0,0,0,1,4,3,0
948443627380747672,3,10,1,Q2,W14-26,0,0,8,7,6,6,5,6,1,1,0,2,2,2,1,3,3,7,2,3,6,7,7,8,6,7,7,2,0,3,0
576392100313708503,2,5,0,Q4,W40-53,0,0,9,11,11,11,10,11,5,11,2,9,10,11,10,11,8,7,9,6,4,2,10,5,10,3,3,1,0,3,0
429999513710340573,3,5,0,Q2,W14-26,0,0,7,8,8,8,7,8,2,9,2,6,4,11,3,11,4,6,8,3,10,6,8,6,7,8,8,3,3,5,0
522323418454848639,3,10,2,Q4,W40-53,0,0,0,0,0,0,0,0,7,2,10,0,6,6,4,3,3,1,1,7,8,2,0,0,0,4,4,9,6,3,0
191331611514035043,2,10,1,Q1,W01-13,0,0,7,6,5,4,3,4,0,1,0,3,7,7,9,8,9,7,2,8,8,8,6,3,4,0,0,5,6,1,0
829749193576029537,0,5,1,Q2,W14-26,0,5,4,4,5,6,-1,6,8,11,-1,11,0,8,1,5,9,1,6,2,-1,-1,4,5,6,3,3,5,10,-1,0
626120920310918041,2,10,1,Q4,W40-53,1,5,3,3,3,4,-1,4,9,7,-1,9,1,8,1,9,5,8,1,10,-1,-1,3,9,3,9,9,9,11,-1,1
1019643414862578909,2,5,1,Q2,W14-26,0,0,8,6,5,5,4,5,1,0,3,1,7,8,7,7,6,5,6,5,7,6,6,1,4,0,0,5,1,4,0
751486656798524107,0,10,2,Q2,W14-26,0,0,2,2,2,2,2,2,10,6,10,5,2,5,1,9,3,10,0,10,2,2,2,1,2,7,7,10,9,10,1
